id,label
52748,0.7901947802348686
45479,0.7811855517603995
56359,0.7770496650281489
999,0.7244584248524166
148847,0.7235476423053628
1129,0.7185608497516911
10069,0.7126284364907328
1496,0.7044033846526805
130936,0.6958589087213881
136277,0.6956309068969184
50920,0.6953943625584998
143198,0.6948811115214789
128438,0.6931578744607864
140290,0.6931571121860426
50496,0.6925878161378773
132342,0.6903555363545983
139623,0.6873082841901588
46300,0.6857894006738467
133451,0.6853628356768013
47247,0.6849379384028474
128543,0.6838855515692178
59215,0.6837834767476747
136065,0.6804830968094434
52497,0.6779856243551766
127602,0.6755932052567939
48899,0.6739273098686479
61219,0.6718965094352095
142613,0.6707839128682235
142456,0.6694259195418846
132305,0.6692809806841896
137817,0.6661540627448402
55984,0.6661183608267114
142876,0.665844255146433
138174,0.6653348130911384
49440,0.6651948582440461
52109,0.6651218512525472
43491,0.6648471791628987
148662,0.6647255184927864
136104,0.664458899961553
137650,0.6642504590106865
54537,0.6624832778251694
48128,0.6623262923163227
50723,0.6619431975333239
44346,0.6618344047424976
140776,0.660147285930986
132501,0.6585575901964149
129488,0.6583953668456811
42311,0.6583624502181473
128301,0.6581216376079735
772,0.6560770737893229
139173,0.6560036688033953
56760,0.6546303115192739
128358,0.6536375119863528
138732,0.6532426582541109
44449,0.6515022705687422
136853,0.6514685956905024
143219,0.6500480289729941
46609,0.6499230279465439
49797,0.6495661893959864
43012,0.6491850101018255
125050,0.6481557215670023
136783,0.6458982717126869
53279,0.6456962166482816
131904,0.6454803820511038
141706,0.6452926533879519
50036,0.6449749516943933
47290,0.6447678616375468
138883,0.644003695206255
126007,0.6437844023273962
44529,0.6436602941539745
53331,0.6434023413579666
128366,0.6432307394997296
53375,0.6430438673259237
141647,0.6429236349516112
136192,0.64287682264449
128330,0.6427317445298955
125494,0.642656800983519
127446,0.6426135216958718
130591,0.6423541582881078
132290,0.6417450354901194
48744,0.6416215546739201
55810,0.6414626186957627
128712,0.6406528375515654
137783,0.640568452376529
43164,0.6401237732002906
44905,0.6391573200565497
59589,0.6391414761003533
135213,0.6391316598186403
45067,0.6388104308892382
51844,0.6384754181390462
50141,0.6380725975808491
1041,0.6374828440258694
3191,0.6372781283056469
126963,0.6372102591647867
60659,0.6371300454846262
1353,0.636836821217447
128157,0.6366703763492809
48379,0.6356119759219613
58798,0.6355096298596866
55638,0.6351253053934156
137089,0.6350491681115098
54704,0.6350407707418795
2968,0.6348120339155867
59844,0.6341409325145428
59109,0.6339707111763861
52990,0.6338661980457537
131993,0.6338501056299403
131292,0.6332520038718573
133543,0.6330402451970739
126205,0.6329112683554122
48613,0.6319923242832908
141485,0.6318800926409595
44135,0.6306040279877192
132768,0.6305753289961744
129233,0.6303905864006399
53413,0.6300613189746161
134517,0.6298700366224849
53662,0.6288415451681523
130274,0.6288052524778053
54979,0.6286405685223847
47302,0.6284623629719204
48162,0.6281674514037714
60406,0.6280185761337502
60778,0.6277082242896992
136585,0.6276041914659939
61362,0.6275916721266575
134087,0.627228495708131
134145,0.6269716712022351
126678,0.6268878334165939
934,0.6268067206829746
54469,0.6263613332345471
55880,0.6262865868768571
126234,0.6258780674067741
989,0.6256557883072172
56925,0.6254719152442904
60594,0.6254543955406171
57437,0.6254099024977898
1383,0.6253130495679483
135134,0.6251050957956281
126750,0.6250228677503297
126283,0.6249634095346009
136421,0.6247723535221668
133898,0.6244915785562425
125048,0.6241693888812937
52824,0.6240830440543133
126140,0.6239374995779379
3813,0.6238182699973759
2958,0.6236762349992995
134626,0.62355448468834
125549,0.6228537849917071
135515,0.6225416293164259
49282,0.6224684242064263
9968,0.6224111933391208
3071,0.622378894765228
